"Review_ID","Model_Name","Review_Date","Location","User_Type","Source","Ownership_Months","Review_Text"
"REV02151","CBR1000RR-R Fireblade","2025-06-17","Lucknow","Long Distance Rider","Service Center","29","The CBR1000RR-R Fireblade delivers an indescribable riding experience. The engine note, the acceleration, the cornering ability - everything is on another level. Honda engineering at its finest. No regrets. heat bahut aati hai. heat bahut aati hai. 500km+ trips karke dekha hai, sach mein capable hai."
"REV02152","Activa 6G","2025-06-07","Rural Uttar Pradesh","Long Distance Rider","Facebook","21","Maine Activa 6G ko 21 months use kiya hai. Absolutely zero complaints. Engine smooth, brakes responsive, fuel efficiency top notch. Honda ne kamaal kiya hai is model mein. service costly hai. build quality acchi hai. Touring ke liye really good bike hai."
"REV02153","Activa 125","2025-09-13","Delhi NCR","Beginner Rider","MouthShut","5","Honest review after 5 months: Activa 125 reliable hai, never left me stranded. But the seat gets uncomfortable after 30+ mins, storage is a joke, and AC cabin would be nice lol. Overall decent. thoda improve karo Honda. build quality acchi hai. mileage mast hai."
"REV02154","CBR650R","2026-01-04","Hyderabad","Long Distance Rider","Twitter","8","The CBR650R is technically brilliant but impractical for Indian conditions. The heat from the engine in city traffic is unbearable. Low speed handling is challenging for newer riders. Not for everyone. highway pe mast. resale value acchi hai. thoda improve karo Honda. ekdum mast."
"REV02155","SP 125","2026-01-27","Chennai","Office Goer","Instagram","29","Service costly hai bhai SP 125 ka. Har service 2000 se upar ho jaati hai. Aur dealer ka attitude bhi theek nahi hai. Honda ko apna service network improve karna chahiye seriously."
"REV02156","Activa 125","2025-07-26","Lucknow","Enthusiast","YouTube Comments","21","Mixed review for Activa 125. City use ke liye best hai - nippy, easy to handle, good mileage. Highway use ke liye nahi is best - vibrations aate hain, stability thodi kam lagti hai. Know your use case. vibration feel hota hai. daily commute ke liye perfect. service costly hai. maintenance low hai."
"REV02157","CB350RS","2026-04-21","Chennai","Long Distance Rider","Service Center","28","CB350RS leke life set ho gayi bhai. Mileage 55+ aa raha hai highway pe. Engine smooth, no vibrations till 80kmph. Best bike in this segment without any doubt. Buy kar lo bina soche. service center nearby hai. daily commute ke liye perfect. storage kam hai. bahut khush hoon. Chennai heat mein test ho gaya aur pass kiya."
"REV02158","SP 125","2025-03-16","Chennai","Female Rider","Facebook","10","SP 125 bought it 10 months back. Engine refinement is top class in this price range. Riding position is comforatble for long distance. Highly recommend to enthusiasts and commuters alike. mileage mast hai."
"REV02159","CB350 Hness","2024-11-01","Bangalore","Daily Commuter","Facebook","6","CB350 Hness is a competent motorcycle. Nothing exceptional but nothing terrible either. Does its job as a daily commuter reliably. Could do with better features and service experience though. highway pe mast. highway pe mast. Namma Bengaluru ki roads pe accha. Office aane jaane mein bahut convenient."
"REV02160","Activa 6G","2024-06-10","Mumbai","Long Distance Rider","Instagram","12","Honest review after 12 months: Activa 6G reliable hai, never left me stranded. But the seat gets uncomfortable after 30+ mins, storage is a joke, and AC cabin would be nice lol. Overall decent. insurance cheap tha. pothole mein problem. mileage mast hai. starting kabhi problem nahi. Touring ke liye really good bike hai."
"REV02161","Dio","2024-09-15","Delhi NCR","Office Goer","Facebook","2","Honest review after 2 months: Dio reliable hai, never left me stranded. But the seat gets uncomforatble after 30+ mins, storage is a joke, and AC cabin would be nice lol. Overall decent. vibration feel hota hai. service costly hai. Delhi traffic mein handle easy hai. Fuel cost mein saving hui company conveyance se."
"REV02162","Dio","2025-02-27","Rural Uttar Pradesh","Office Goer","Instagram","22","Dio se kaafi hadd tak satisfied hoon. Mileage aur looks acche hain. But after sales service improve karna chahiye Honda ko. Waiting time at service centre bahut zyada hai. Gaon ki kacchi sadak pe bhi chala liya."
"REV02163","CB350 Hness","2025-02-25","Delhi NCR","Office Goer","Facebook","23","Pathetic suspension on CB350 Hness. Every pothole is felt in the spine. Rural roads mein toh bahut taqleef hoti hai. Expected better suspension tuning from Honda at this price range. city mein bhi accha. NCR roads pe smooth ride."
"REV02164","Dio","2025-07-28","Kolkata","Female Rider","MouthShut","2","Scooter bahut smooth hai. Dio ka mileage city mein bhi 45+ aa raha hai. Boot space thoda kam hai but overall value for money. Service center ka staff cooperative hai. insurance cheap tha. recomend karunga. Ladies ke liye handling bahut easy hai."
"REV02165","Dio","2024-01-21","Hyderabad","Office Goer","YouTube Comments","15","Mixed review for Dio. City use ke liye best hai - nippy, easy to handle, good mileage. Highway use ke liye nahi is best - vibrations aate hain, stability thodi kam lagti hai. Know your use case. engine smooth hai. engine smooth hai. Hyderabad ke flyovers pe bahut mast feel hota hai."
"REV02166","CB350RS","2025-03-14","Kolkata","Track Rider","BikeWale","10","Mixed feelings about CB350RS. The good stuff is genuinely good - engine refinement, fuel economy, reliability. The bad stuff - seat comfort, heat management, lack of modern features - are real issues. service costly hai. build quality acchi hai. life set ho gayi. City traffic mein nippy hai. Circuit pe bahut engaging hai."
"REV02167","Shine 125","2026-03-03","Lucknow","Family User","BikeWale","14","Service costly hai bhai Shine 125 ka. Har service 2000 se upar ho jaati hai. Aur dealer ka attitude bhi theek nahi hai. Honda ko apna service network improve karna chahiye seriously."
"REV02168","Activa 6G","2025-06-04","Bangalore","Enthusiast","Team-BHP","13","Activa 6G ka service cost bahut zyada hai. Har 3000 km pe service le jaao, aur 1500-2000 rupees le lete hain. Mileage bhi sirf 38-40 aa raha hai jo claim se kam hai."
"REV02169","SP 125","2026-03-04","Delhi NCR","Office Goer","Service Center","17","SP 125 se bahut disappointed hoon. Vibrations at 70+ are very bad. Hands and feet go numb on highway. Expected better from Honda at this price point. Considering resale honestly. life set ho gayi. value for money hai."
"REV02170","Dio","2024-08-22","Lucknow","Female Rider","Instagram","12","Dio liye 12 mahine ho gaye. Pros: fuel efficient, reliable, low maintenance generally. Cons: service centre rude staff, storage cramped, vibration at highway speeds. Net net okay hai. bahut khush hoon."
"REV02171","CB350 Hness","2024-01-21","Chennai","Enthusiast","Team-BHP","24","Bhai CB350 Hness ek dam mast bike hai. Long rides pe bahut comfort deta hai. Suspension pothole absorb karta hai well. Sound bhi accha hai engine ka. Friends bhi impressed hain. life set ho gayi. bahut khush hoon. engine smooth hai. recommend karunga. Chennai traffic is no joke, but this handles it. Group rides mein sab impress ho jaate hain."
"REV02172","Activa 6G","2025-12-08","Mumbai","Office Goer","MouthShut","3","Vibration feel hota hai Activa 6G mein high speed pe. 70+ pe haath kaanpne lagte hain. Service center ne kaha normal hai but mujhe nahi lagta. Expected better from Honda. bibi bhi khush hai."
"REV02173","CBR650R","2024-09-25","Kolkata","Enthusiast","YouTube Comments","21","CBR650R is a phenomenal machine on track and highways but the ownership experience in India needs improvement. Service centers are few, parts are expensive, and city riding is uncomfortable due to heat. mileage mast hai. value for money hai. EMI affordable hai."
"REV02174","CBR650R","2024-05-13","Chennai","Enthusiast","MouthShut","15","CBR650R ownership has a dark side - the insurance cost, the service cost, the parts cost. Performance is unquestionable but the ownership experience in India is frustrating due to limited service centers. service costly hai."
"REV02175","Activa 6G","2024-09-18","Kolkata","Daily Commuter","YouTube Comments","17","Pathetic experience with Activa 6G. Bought 17 months back, already had 2 major issues. Brake pads worn out early, and the self-start has become unreliable. Not worth the price. thoda improve karo Honda. first service free mila. ekdum mast. Daily 30km commute karta hoon bina kisi tension ke."
"REV02176","Activa 125","2025-09-28","Chennai","Enthusiast","Instagram","19","After using Activa 125 for 19 months, I can say it's good but not great. The engine is refined and fuel efficiency is commendable. However, the seat comfort and storage space are areas needing improvement. value for money hai. build quality acchi hai. Weekend rides ke liye waiting rehti hai."
"REV02177","CBR650R","2024-06-06","Pune","Office Goer","Instagram","26","The CBR650R is not just a bike, it's passion materialized. Every component feels premium. Track performance is extraordinary. Real-world usability is better than expected. Elite machine. Fuel cost mein saving hui company conveyance se."
"REV02178","Dio","2024-11-17","Bangalore","Beginner Rider","Service Center","15","After using Dio for 15 months, I can say it's good but not great. The engine is refined and fuel efficiency is commendable. However, the seat comfort and storage space are areas needing improvement. pothole mein problem. value for money hai. life set ho gayi."
"REV02179","Activa 125","2026-03-03","Hyderabad","Family User","Twitter","21","Bahut khush hoon Activa 125 se. Daily 25km commute karta hoon, no issues. Petrol cost bhi kam ho gayi pehle wali bike se compare karein toh. Recommended for office goers. insurance cheap tha. bibi bhi khush hai. Cyberabad roads are smooth so this bike shines. Poori family ka kaam ek bike se ho jaata hai."
"REV02180","Activa 6G","2024-05-25","Mumbai","Daily Commuter","BikeWale","26","Bahut khush hoon Activa 6G se. Daily 25km commute karta hoon, no issues. Petrol cost bhi kam ho gayi pehle wali bike se compare karein toh. Recommended for office goers. daily commute ke liye perfect. bahut khush hoon. highway pe mast. thoda improve karo Honda. Mumbai traffic mein bhi manageable hai. Office aane jaane mein bahut convenient."
"REV02181","SP 125","2024-05-08","Rural Uttar Pradesh","Enthusiast","BikeWale","28","SP 125 mein features bahut basic hain. No Bluetooth, no USB charging, no LED properly. Competitors itna dete hain is price mein. Honda still living in old era. Wake up Honda! pothole mein problem. Gaon ki kacchi sadak pe bhi chala liya."
"REV02182","Activa 125","2024-06-23","Pune","Beginner Rider","MouthShut","23","Activa 125 is value for money if you stick to city riding. Highway pe vibrations and wind noise bother karta hai. Suspension is average for our Indian roads. Mileage is the highlight though. highway pe mast. on road price zyada lag raha tha. Pune ke ghats pe mast feel hota hai."
"REV02183","Activa 125","2024-07-18","Mumbai","Family User","Facebook","6","Positive side pe Activa 125 bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. maintenence low hai. service costly hai. EMI affordable hai. highway pe mast."
"REV02184","Dio","2024-11-02","Lucknow","Track Rider","Team-BHP","19","Honest review after 19 months: Dio reliable hai, never left me stranded. But the seat gets uncomfortable after 30+ mins, storage is a joke, and AC cabin would be nice lol. Overall decent. recommend karunga. highway pe mast. Hazratganj se Gomti nagar tak roze jaata hoon."
"REV02185","Activa 6G","2026-01-03","Bangalore","Beginner Rider","YouTube Comments","22","Maine Activa 6G ko 22 months use kiya hai. Absolutely zero complaints. Engine smooth, brakes responsive, fuel efficiency top notch. Honda ne kamaal kiya hai is model mein. EMI affordable hai. first service free mila. engine smooth hai. Tech park commute ke liye perfect."
"REV02186","Hornet 2.0","2025-11-21","Mumbai","Office Goer","Facebook","3","Service costly hai bhai Hornet 2.0 ka. Har service 2000 se upar ho jaati hai. Aur dealer ka attitude bhi theek nahi hai. Honda ko apna service network improve karna chahiye seriously. Mumbai locals ke baad bike pe aana relief hai. Fuel cost mein saving hui company conveyance se."
"REV02187","Dio","2025-08-15","Mumbai","Track Rider","Service Center","27","Honest review after 27 months: Dio reliable hai, never left me stranded. But the seat gets uncomfortable after 30+ mins, storage is a joke, and AC cabin would be nice lol. Overall decent. first service free mila. storage kam hai. thoda improve karo Honda."
"REV02188","CB350RS","2024-02-25","Lucknow","Enthusiast","Service Center","1","CB350RS - good bike with some issues. Engine and mileage excellent. But build quality of plastics is below par, seat could be softer, and service experience varies by dealer. 3.5/5. bibi bhi khush hai. Nawabi city mein style bhi chahiye - yeh deta hai."
"REV02189","Activa 6G","2026-05-14","Chennai","Female Rider","YouTube Comments","29","Best decision tha Activa 6G lena. Pickup accha hai, suspension pothole handle kar leta hai. Wife bhi khush hai. Family use ke liye perfect hai. life set ho gayi. maintenance low hai. maintenance low hai. bahut khush hoon."
"REV02190","Activa 125","2026-02-09","Bangalore","Enthusiast","Twitter","2","Activa 125 mein seat height thodi zyada hai. Short log jaise main uncomfrtable feel karte hain traffic mein. Honda ko ye improve karna chahiye tha. Suspension bhi hard lagti hai. resale value acchi hai. city mein bhi accha. vibration feel hota hai. Weekend rides ke liye waiting rehti hai."
"REV02191","SP 125","2025-04-18","Hyderabad","Daily Commuter","Facebook","7","SP 125 mein kuch accha kuch bura. Accha: mileage, engine quality, reliability. Bura: service wait time, vibrations at speed, limited color options. Net: decent but not exceptional. bhai kya bike hai. HITEC City commute ke liye best. Daily 30km commute karta hoon bina kisi tension ke."
"REV02192","CBR650R","2024-03-04","Jaipur","Long Distance Rider","Team-BHP","12","After 12 months with CBR650R, I love and hate it equally. Love: performance, looks, handling, braking. Hate: daily usability, heat in traffic, maintenance cost. It's complicated. Pink City mein yeh blue/red beauty alag hi dikhti hai."
"REV02193","CB350 Hness","2025-04-15","Delhi NCR","Female Rider","BikeWale","9","Tremendous value in CB350 Hness. The twin cylinder engine is smooth as butter. Took it on a 500km trip, no fatigue at all. This is exactly what Indian riders need. 5/5 stars. life set ho gayi. EMI affordable hai. highway pe mast. maintenance low hai."
"REV02194","Activa 125","2024-02-03","Jaipur","Long Distance Rider","BikeWale","18","Headlight of Activa 125 is very dim at night. Safety risk hai. Several complaints kiye service center pe but no resolution. Honda needs to address this urgently. on road price zyada lag raha tha. storage kam hai. EMI affordable hai. 500km+ trips karke dekha hai, sach mein capable hai."
"REV02195","Activa 6G","2025-06-13","Lucknow","Beginner Rider","YouTube Comments","28","Service center ka experience worst tha. Activa 6G leke gaya tha minor issue ke liye, inhone 3 din rakh liya aur zyada charge kiya. Honda authorized center se itni badtameezi unexpected thi. service costly hai. build quality acchi hai. resale value acchi hai. pickup zabardast. Pehli bike ke liye accha choice tha."
"REV02196","Unicorn","2024-09-16","Pune","Office Goer","Twitter","1","Unicorn - good bike with some issues. Engine and mileage excellent. But build quality of plastics is below par, seat could be softer, and service experience varies by dealer. 3.5/5. city mein bhi accha. heat bahut aati hai. storage kam hai. insurance cheap tha."
"REV02197","CB350 Hness","2026-04-11","Hyderabad","Enthusiast","Instagram","15","After 15 months with CB350 Hness, I have a balanced view. The riding dynamics are superb and fuel efficiency is great. However, the heat from the engine in slow traffic is genuinely uncomfortable. HITEC City commute ke liye best."
"REV02198","CBR650R","2025-07-01","Bangalore","Track Rider","Instagram","10","CBR650R is a phenomenal machine on track and highways but the ownership experience in India needs improvement. Service centers are few, parts are expensive, and city riding is uncomfortable due to heat. heat bahut aati hai. Track pe iska alag hi character nikalta hai."
"REV02199","Activa 6G","2026-03-12","Hyderabad","Family User","Facebook","30","Pathetic experience with Activa 6G. Bought 30 months back, already had 2 major issues. Brake pads worn out early, and the self-start has become unreliable. Not worth the price. bhai kya bike hai. storage kam hai. service center nearby hai. Poori family ka kaam ek bike se ho jaata hai."
"REV02200","SP 125","2025-12-27","Hyderabad","Long Distance Rider","BikeWale","1","Tremendous value in SP 125. The twin cylinder engine is smooth as butter. Took it on a 500km trip, no fatigue at all. This is exactly what Indian riders need. 5/5 stars. mileage mast hai. bahut khush hoon. daily commute ke liye perfect. starting kabhi problem nahi."
"REV02201","SP 125","2024-12-02","Mumbai","Enthusiast","Service Center","30","SP 125 ne meri soch badal di Honda ke baare mein. Previously had other brands, but this is on another level. Quality, comfort, mileage - sab accha hai. Long may it continue. insurance cheap tha. storage kam hai. EMI affordable hai. city mein bhi accha. Mumbai locals ke baad bike pe aana relief hai. Weekend rides ke liye waiting rehti hai."
"REV02202","Activa 6G","2025-09-30","Pune","Long Distance Rider","BikeWale","21","Service center ka experience worst tha. Activa 6G leke gaya tha minor issue ke liye, inhone 3 din rakh liya aur zyada charge kiya. Honda authorized center se itni badtameezi unexpected thi. IT hub commute ke liye perfect."
"REV02203","CB350 Hness","2025-02-02","Mumbai","Family User","YouTube Comments","25","CB350 Hness liya 25 mahine pehle. Already brake disc warped, chain tension issue twice. Quality control seems poor. Honda ke naam pe itni quality expected nahi thi. Very disappointing. build quality acchi hai. vibration feel hota hai. bahut accha hai. daily commute ke liye perfect. Mumbai traffic mein bhi manageable hai."
"REV02204","Activa 6G","2024-12-18","Pune","Office Goer","Service Center","22","My Activa 6G has been my faithful companion for 22 months now. The ride is smooth and comfortable even on Bangalore's bad roads. Storage could be more but the overall package is great value. maintenance low hai. city mein bhi accha. highway pe mast. Pune rains mein bhi reliable."
"REV02205","Activa 6G","2025-01-09","Mumbai","Long Distance Rider","Team-BHP","15","Office se ghar, market, everywhere Activa 6G ne saath diya. Reliable bike hai. 15 months mein sirf routine service. Koi bada problem nahi aaya. Honda zindabad! daily commute ke liye perfect. vibration feel hota hai. resale value acchi hai. service costly hai. Rains mein bhi reliable raha."
"REV02206","CB350 Hness","2025-09-16","Lucknow","Female Rider","Twitter","6","After 6 months with CB350 Hness, I have a balanced view. The riding dynamics are superb and fuel efficiency is great. However, the heat from the engine in slow traffic is genuinely uncomfrtable. no complaints. mileage mast hai. storage kam hai. bahut accha hai. Mujhe akele bhi confident feel hota hai is pe."
"REV02207","Activa 125","2025-03-29","Kolkata","Beginner Rider","BikeWale","18","Bhai Activa 125 leke bahut khush hoon. Colour options bhi acche hain. Starting problem kabhi nahi aai. Maintenance cost bhi low hai. Overall 5 star from my side. daily commute ke liye perfect. Kolkata ki purani sadkon pe suspension test ho jaata hai. Pehli bike ke liye accha choice tha."
"REV02208","CBR1000RR-R Fireblade","2024-10-11","Lucknow","Office Goer","Team-BHP","8","CBR1000RR-R Fireblade is incredible to ride but the maintenance cost is killing me. Service every 6000km and it costs a fortune. Parts availability is poor outside major cities. Think twice before buying. Fuel cost mein saving hui company conveyance se."
"REV02209","Activa 6G","2025-01-14","Mumbai","Enthusiast","Facebook","12","Positive side pe Activa 6G bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. insurance cheap tha. Mumbai traffic mein bhi manageable hai."
"REV02210","CB350 Hness","2024-04-30","Kolkata","Female Rider","MouthShut","27","Office goer hoon, CB350 Hness se bahut satisfied hoon. City traffic mein handle karna easy hai. Mileage 50kmpl consistently aa raha hai. Service cost reasonable hai. No regrets. build quality acchi hai. Ladies ke liye handling bahut easy hai."
"REV02211","Activa 6G","2025-05-09","Jaipur","Long Distance Rider","Facebook","14","Maine Activa 6G liya 14 mahine pehle aur mast experience raha hai. Mileage bahut accha hai, daily commute ke liye perfect hai. Honda ki build quality pe trust hai. Highly recommend karunga apne area ke logo ko. pickup zabardast. insurance cheap tha. engine smooth hai."
"REV02212","Dio","2024-02-15","Lucknow","Office Goer","Service Center","2","Service center ka experience worst tha. Dio leke gaya tha minor issue ke liye, inhone 3 din rakh liya aur zyada charge kiya. Honda authorized center se itni badtameezi unexpected thi. ekdum mast."
"REV02213","Activa 6G","2025-08-13","Hyderabad","Beginner Rider","BikeWale","25","Activa 6G ka service cost bahut zyada hai. Har 3000 km pe service le jaao, aur 1500-2000 rupees le lete hain. Mileage bhi sirf 38-40 aa raha hai jo claim se kam hai. EMI affordable hai. ekdum mast. Cyberabad roads are smooth so this bike shines."
"REV02214","Activa 6G","2025-07-05","Bangalore","Office Goer","Instagram","5","Good scooter overall. Activa 6G ka engine smooth hai, starting easy hai. But pothole mein problem hoti hai, suspension thodi soft chahiye thi. Mixed feelings hain meri. heat bahut aati hai. value for money hai. EMI affordable hai."
"REV02215","Dio","2024-01-26","Hyderabad","Track Rider","Team-BHP","27","Mixed review for Dio. City use ke liye best hai - nippy, easy to handle, good mileage. Highway use ke liye nahi is best - vibrations aate hain, stability thodi kam lagti hai. Know your use case. maintenance low hai. first service free mila. recommend karunga. Cyberabad roads are smooth so this bike shines."
"REV02216","Activa 6G","2025-03-26","Jaipur","Beginner Rider","BikeWale","17","Maine Activa 6G ko 17 months use kiya hai. Absolutely zero complaints. Engine smooth, brakes responsive, fuel efficiency top notch. Honda ne kamaal kiya hai is model mein. ekdum mast. New rider ke liye manageable hai."
"REV02217","Dio","2025-11-05","Jaipur","Long Distance Rider","Facebook","15","Dio se kaafi hadd tak satisfied hoon. Mileage aur looks acche hain. But after sales service improve karna chahiye Honda ko. Waiting time at service centre bahut zyada hai. resale value acchi hai. Rajasthan ki garmi mein test ho gaya."
"REV02218","Activa 6G","2024-12-01","Chennai","Office Goer","MouthShut","5","Activa 6G is superb for daily office use. No vibrations, smooth ride. Mileage mast hai around 50kmpl. Only issue is seat comfort on long rides but for city it's perfect. resale value acchi hai. daily commute ke liye perfect. Chennai traffic is no joke, but this handles it."
"REV02219","Activa 125","2025-01-30","Mumbai","Enthusiast","BikeWale","15","Activa 125 mera second Honda hai. Pehle bhi Honda use ki thi, wahi trust se liya. Delivery experience accha tha, salesman ne sab features clearly explain kiye. Ride quality excellent. Mumbai traffic mein bhi manageable hai."
"REV02220","Activa 6G","2024-12-14","Mumbai","Daily Commuter","Instagram","22","Positive side pe Activa 6G bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. starting kabhi problem nahi. service costly hai. thoda improve karo Honda. service costly hai."
"REV02221","Dio","2024-11-09","Bangalore","Beginner Rider","Facebook","23","Vibration feel hota hai Dio mein high speed pe. 70+ pe haath kaanpne lagte hain. Service center ne kaha normal hai but mujhe nahi lagta. Expected better from Honda. New rider ke liye manageable hai."
"REV02222","Activa 125","2025-10-28","Chennai","Office Goer","Facebook","21","My Activa 125 has been my faithful companion for 21 months now. The ride is smooth and comfortable even on Bangalore's bad roads. Storage could be more but the overall package is great value. thoda improve karo Honda. bahut khush hoon. storage kam hai."
"REV02223","Unicorn","2026-04-22","Delhi NCR","Long Distance Rider","BikeWale","17","Unicorn leke life set ho gayi bhai. Mileage 55+ aa raha hai highway pe. Engine smooth, no vibrations till 80kmph. Best bike in this segment without any doubt. Buy kar lo bina soche. pothole mein problem. bahut khush hoon. thoda improve karo Honda. Delhi ki garmi mein bhi accha kiya. 500km+ trips karke dekha hai, sach mein capable hai."
"REV02224","Dio","2025-10-27","Rural Uttar Pradesh","Track Rider","Service Center","26","Positive side pe Dio bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. service costly hai. resale value acchi hai. pothole mein problem. Gaon ki kacchi sadak pe bhi chala liya."
"REV02225","Unicorn","2024-08-05","Pune","Enthusiast","Team-BHP","23","Unicorn ka mileage claim 60kmpl but actual city mileage comes to 42-45 only. Highway is better but city is disappointing. Misleading claims se consumer trust khatam hota hai. Pune ke ghats pe mast feel hota hai."
"REV02226","Activa 6G","2025-04-25","Jaipur","Beginner Rider","Facebook","25","Bhai Activa 6G leke bahut khush hoon. Colour options bhi acche hain. Starting problem kabhi nahi aai. Maintenance cost bhi low hai. Overall 5 star from my side. pothole mein problem. Jaipur-Ajmer highway pe fantastic. New rider ke liye manageable hai."
"REV02227","CBR650R","2025-04-18","Bangalore","Family User","Twitter","4","Bought CBR650R after years of saving and planning. No disappointment whatsoever. The bike feels planted at triple digit speeds. Braking is stupendous. Every detail is crafted to perfection. thoda improve karo Honda. city mein bhi accha."
"REV02228","Activa 125","2024-04-19","Bangalore","Family User","YouTube Comments","17","Maine Activa 125 liya 17 mahine pehle aur mast experience raha hai. Mileage bahut accha hai, daily commute ke liye perfect hai. Honda ki build quality pe trust hai. Highly recommend karunga apne area ke logo ko. vibration feel hota hai. city mein bhi accha."
"REV02229","Dio","2025-06-29","Rural Uttar Pradesh","Office Goer","BikeWale","14","Bhai Dio leke bahut khush hoon. Colour options bhi acche hain. Starting problem kabhi nahi aai. Maintenance cost bhi low hai. Overall 5 star from my side."
"REV02230","Activa 125","2025-08-03","Mumbai","Daily Commuter","Facebook","8","Maine Activa 125 liya 8 mahine pehle aur mast experience raha hai. Mileage bahut accha hai, daily commute ke liye perfect hai. Honda ki build quality pe trust hai. Highly recommend karunga apne area ke logo ko. Mumbai locals ke baad bike pe aana relief hai."
"REV02231","Activa 125","2025-10-14","Bangalore","Office Goer","Twitter","18","Good scooter overall. Activa 125 ka engine smooth hai, starting easy hai. But pothole mein problem hoti hai, suspension thodi soft chahiye thi. Mixed feelings hain meri. highway pe mast."
"REV02232","CBR1000RR-R Fireblade","2026-05-02","Jaipur","Track Rider","BikeWale","3","CBR1000RR-R Fireblade - incredible motorcycle, challenging ownership. The engineering is flawless and performance is epic. But the practical aspects of owning a superbike in India - service, parts, fuel cost - are sobering. thoda improve karo Honda. bibi bhi khush hai. storage kam hai. Pink City mein yeh blue/red beauty alag hi dikhti hai. Track pe iska alag hi character nikalta hai."
"REV02233","Shine 125","2024-02-07","Lucknow","Female Rider","BikeWale","23","Bought Shine 125 23 months ago. Had some teething issues initially but things settled down. Mileage is good, handling is sharp, but the service center near my area has poor customer service. Ladies ke liye handling bahut easy hai."
"REV02234","CBR1000RR-R Fireblade","2024-07-30","Rural Uttar Pradesh","Daily Commuter","Team-BHP","13","After 13 months with CBR1000RR-R Fireblade, I love and hate it equally. Love: performance, looks, handling, braking. Hate: daily usability, heat in traffic, maintenence cost. It's complicated. recommend karunga. Gaon ki kacchi sadak pe bhi chala liya."
"REV02235","Activa 125","2025-01-06","Mumbai","Female Rider","Team-BHP","7","Best decision tha Activa 125 lena. Pickup accha hai, suspension pothole handle kar leta hai. Wife bhi khush hai. Family use ke liye perfect hai. Mumbai traffic mein bhi manageable hai."
"REV02236","Activa 125","2024-11-12","Mumbai","Enthusiast","Facebook","19","Heat management bahut bekar hai Activa 125 mein. Summer mein legs pe bahut heat aati hai. Delhi ki garmi mein toh aur bhi bura haal. Honda should fix this seriously. recommend karunga. engine smooth hai. engine smooth hai. Mumbai locals ke baad bike pe aana relief hai. Weekend rides ke liye waiting rehti hai."
"REV02237","Shine 125","2025-09-11","Mumbai","Female Rider","BikeWale","23","Shine 125 ne meri soch badal di Honda ke baare mein. Previously had other brands, but this is on another level. Quality, comfort, mileage - sab accha hai. Long may it continue. pothole mein problem. bibi bhi khush hai."
"REV02238","Dio","2025-03-16","Pune","Enthusiast","Team-BHP","9","Maine Dio liya 9 mahine pehle aur mast experience raha hai. Mileage bahut accha hai, daily commute ke liye perfect hai. Honda ki build quality pe trust hai. Highly recommend karunga apne area ke logo ko."
"REV02239","Dio","2026-01-05","Lucknow","Long Distance Rider","Service Center","21","Scooter bahut smooth hai. Dio ka mileage city mein bhi 45+ aa raha hai. Boot space thoda kam hai but overall value for money. Service center ka staff cooperative hai. pothole mein problem. resale value acchi hai. life set ho gayi. first service free mila. Lucknow ki sadkon pe bahut comfortable."
"REV02240","Shine 125","2025-07-14","Jaipur","Daily Commuter","Instagram","24","Toured Rajasthan on my Shine 125 for 4 days straight. Bike performed flawlessly. Comfortable seating, good wind protection, excellent brakes. Honda Shine 125 is a true long distance companion. Rajasthan ki garmi mein test ho gaya."
"REV02241","CB350 Hness","2025-02-03","Kolkata","Beginner Rider","Facebook","26","CB350 Hness is the best commuter motorcycle I have owned. Fuel efficiency is class leading. Build quality feels premium. After 26 months, still feels like new. Honda delivers on promises. Durga Puja mein naya liya tha."
"REV02242","Dio","2024-10-17","Hyderabad","Long Distance Rider","Facebook","14","Service center ka experience worst tha. Dio leke gaya tha minor issue ke liye, inhone 3 din rakh liya aur zyada charge kiya. Honda authorized center se itni badtameezi unexpected thi. service center nearby hai. vibration feel hota hai. bahut accha hai."
"REV02243","Activa 6G","2025-01-27","Rural Uttar Pradesh","Enthusiast","Service Center","16","Bhai Activa 6G leke bahut khush hoon. Colour options bhi acche hain. Starting problem kabhi nahi aai. Maintenance cost bhi low hai. Overall 5 star from my side. Group rides mein sab impress ho jaate hain."
"REV02244","CB350 Hness","2024-12-11","Hyderabad","Family User","Service Center","12","Pathetic suspension on CB350 Hness. Every pothole is felt in the spine. Rural roads mein toh bahut taqleef hoti hai. Expected better suspension tuning from Honda at this price range. Hyderabad ke flyovers pe bahut mast feel hota hai."
"REV02245","Activa 6G","2025-08-19","Rural Uttar Pradesh","Track Rider","YouTube Comments","7","Honest review after 7 months: Activa 6G reliable hai, never left me stranded. But the seat gets uncomfortable after 30+ mins, storage is a joke, and AC cabin would be nice lol. Overall decent. service costly hai. service center nearby hai."
